time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
25740,49.999999832666859,49.999999832879084,49.999999833515034,49.999999834572527,49.999999836047948,49.999999837936286,49.999999840231183,49.999999842924986,49.999999846008862,49.99999984947285,49.999999853306008,49.999999857496547,49.999999862032034,49.999999866899564,49.999999872086065,49.999999877578674,49.999999883365227,49.999999889435024,49.99999989578,49.99999990239683,49.999999909290949
25800,49.999999841952807,49.999999842153343,49.999999842754242,49.999999843753457,49.99999984514757,49.999999846931843,49.99999984910027,49.999999851645626,49.999999854559547,49.999999857832634,49.99999986145454,49.999999865414146,49.999999869699671,49.99999987429895,49.999999879199621,49.999999884389538,49.999999889857214,49.999999895592552,49.999999901587962,49.999999907840341,49.999999914354937
25860,49.999999850730198,49.999999850919671,49.999999851487431,49.999999852431536,49.999999853748761,49.999999855434631,49.999999857483459,49.999999859888426,49.999999862641637,49.999999865734203,49.999999869156355,49.999999872897568,49.999999876946738,49.999999881292339,49.999999885922726,49.999999890826409,49.999999895992538,49.999999901411599,49.999999907076436,49.999999912984165,49.99999991913986
25920,49.999999859026481,49.999999859205495,49.999999859741919,49.99999986063392,49.999999861878436,49.999999863471253,49.999999865406991,49.999999867679222,49.999999870280462,49.999999873202327,49.999999876435588,49.999999879970296,49.999999883795965,49.999999887901708,49.999999892276513,49.999999896909529,49.999999901790524,49.99999990691051,49.999999912262759,49.999999917844583,49.999999923660873
25980,49.999999866867668,49.999999867036792,49.999999867543586,49.999999868386311,49.999999869562082,49.999999871066912,49.999999872895728,49.999999875042441,49.999999877499995,49.999999880260461,49.999999883315112,49.999999886654564,49.999999890268903,49.999999894147841,49.999999898280983,49.999999902658075,49.999999907269462,49.999999912106659,49.999999917163329,49.999999922436992,49.999999927932343
26040,49.999999874278373,49.999999874438146,49.999999874916924,49.999999875713065,49.999999876823836,49.999999878245475,49.999999879973196,49.999999882001234,49.999999884322925,49.999999886930787,49.999999889816571,49.99999989297141,49.99999989638593,49.999999900050426,49.999999903955079,49.999999908090196,49.999999912446668,49.999999917016488,49.999999921793687,49.999999926775963,49.999999931967849
26100,49.999999881281902,49.999999881432835,49.999999881885124,49.999999882637219,49.999999883686542,49.999999885029531,49.999999886661662,49.999999888577499,49.999999890770745,49.999999893234325,49.99999989596045,49.999999898940743,49.999999902166351,49.999999905628108,49.999999909316728,49.999999913223071,49.999999917338528,49.999999921655551,49.99999992616852,49.999999930875305,49.999999935780259
26160,49.999999887900316,49.999999888042893,49.999999888470143,49.999999889180593,49.999999890171821,49.999999891440453,49.999999892982217,49.999999894791976,49.999999896863791,49.999999899190961,49.999999901766145,49.999999904581422,49.999999907628435,49.999999910898509,49.999999914382897,49.999999918072959,49.999999921960558,49.999999926038583,49.999999930301747,49.999999934748061,49.999999939381723
26220,49.999999894154506,49.999999894289189,49.999999894692763,49.999999895363842,49.999999896300146,49.999999897498483,49.999999898954819,49.999999900664299,49.999999902621312,49.999999904819532,49.999999907252018,49.999999909911296,49.99999991278947,49.999999915878348,49.999999919169653,49.999999922655242,49.99999992632744,49.99999993017952,49.999999934206521,49.999999938406589,49.999999942783774
26280,49.999999900064239,49.999999900191455,49.999999900572647,49.999999901206522,49.999999902090899,49.999999903222786,49.999999904598361,49.999999906213048,49.999999908061532,49.999999910137859,49.999999912435456,49.99999991494726,49.999999917665818,49.999999920583406,49.999999923692194,49.999999926984493,49.999999930453058,49.999999934091555,49.999999937895296,49.999999941862576,49.999999945997295
26340,49.999999905648231,49.999999905768384,49.999999906128423,49.999999906727119,49.999999907562419,49.999999908631487,49.999999909930729,49.999999911455802,49.999999913201705,49.999999915162803,49.999999917332886,49.999999919705296,49.999999922272984,49.999999925028646,49.999999927964907,49.999999931074491,49.999999934350569,49.999999937787166,49.999999941379862,49.999999945127087,49.999999949032592
26400,49.999999910924181,49.999999911037662,49.999999911377706,49.999999911943149,49.999999912732065,49.99999991374176,49.999999914968839,49.999999916409216,49.999999918058151,49.99999991991033,49.999999921959891,49.999999924200537,49.999999926625613,49.999999929228224,49.999999932001401,49.99999993493828,49.999999938032417,49.999999941278162,49.99999994467138,49.999999948210593,49.999999951899419
26460,49.999999915908859,49.999999916016037,49.999999916337181,49.999999916871197,49.999999917616258,49.999999918569841,49.999999919728715,49.999999921089035,49.999999922646325,49.999999924395553,49.999999926331192,49.999999928447295,49.999999930737573,49.999999933195525,49.999999935814564,49.999999938588211,49.999999941510367,49.999999944575727,49.999999947780388,49.999999951122994,49.999999954607006
26520,49.99999992061813,49.99999992071934,49.999999921022628,49.999999921526943,49.999999922230558,49.999999923131099,49.999999924225513,49.999999925510167,49.999999926980834,49.999999928632761,49.999999930460731,49.999999932459126,49.999999934622011,49.999999936943233,49.999999939416583,49.999999942035949,49.999999944795569,49.999999947690434,49.999999950716884,49.999999953873647,49.999999957164071
26580,49.999999925067002,49.999999925162584,49.999999925448982,49.999999925925223,49.999999926589673,49.999999927440086,49.999999928473578,49.999999929686723,49.999999931075521,49.99999993263549,49.999999934361703,49.999999936248848,49.999999938291332,49.999999940483335,49.999999942819002,49.999999945292551,49.999999947898552,49.999999950632287,49.999999953490303,49.999999956471434,49.999999959578879
26640,49.999999929269684,49.99999992935993,49.999999929630377,49.999999930080094,49.999999930707531,49.999999931510565,49.999999932486482,49.999999933632047,49.999999934943474,49.999999936416536,49.999999938046585,49.999999939828598,49.999999941757288,49.999999943827177,49.999999946032716,49.999999948368469,49.999999950829299,49.99999995341075,49.999999956109583,49.999999958924718,49.999999961859245
26700,49.999999933239607,49.999999933324823,49.999999933580192,49.999999934004833,49.999999934597291,49.999999935355561,49.999999936277071,49.999999937358766,49.999999938597078,49.999999939988022,49.999999941527186,49.999999943209851,49.999999945031007,49.999999946985497,49.999999949068069,49.999999951273594,49.999999953597232,49.999999956034777,49.999999958583182,49.99999996124145,49.999999964012538
26760,49.999999936989497,49.999999937069958,49.999999937311081,49.999999937712033,49.999999938271436,49.999999938987393,49.999999939857496,49.999999940878837,49.999999942048063,49.999999943361395,49.999999944814682,49.999999946403463,49.999999948123012,49.999999949968448,49.999999951934818,49.999999954017284,49.999999956211283,49.999999958512838,49.999999960919091,49.999999963429119,49.999999966045763
26820,49.999999940531382,49.999999940607353,49.999999940835011,49.999999941213574,49.999999941741748,49.99999994241773,49.999999943239246,49.999999944203566,49.999999945307508,49.999999946547504,49.999999947919648,49.999999949419717,49.99999995104325,49.999999952785636,49.999999954642213,49.999999956608399,49.999999958679894,49.999999960852954,49.999999963124871,49.999999965494823,49.999999967965515
26880,49.999999943876652,49.999999943948382,49.999999944163321,49.999999944520724,49.999999945019383,49.999999945657599,49.999999946433213,49.999999947343646,49.999999948385899,49.99999994955661,49.999999950852079,49.999999952268325,49.999999953801129,49.999999955446157,49.999999957198987,49.999999959055302,49.999999961011042,49.999999963062685,49.999999965207685,49.99999996744527,49.999999969778052
26940,49.999999947036073,49.999999947103788,49.999999947306712,49.999999947644135,49.999999948114905,49.999999948717431,49.999999949449673,49.999999950309196,49.999999951293169,49.999999952398412,49.99999995362144,49.999999954958483,49.999999956405574,49.9999999579586,49.999999959613412,49.999999961365916,49.999999963212296,49.999999965149215,49.999999967174297,49.999999969286812,49.999999971489281
27000,49.999999950019834,49.999999950083762,49.999999950275331,49.999999950593867,49.999999951038298,49.999999951607101,49.999999952298367,49.999999953109793,49.999999954038699,49.999999955082089,49.999999956236671,49.999999957498886,49.999999958864997,49.99999996033111,49.999999961893309,49.999999963547737,49.99999996529079,49.999999967119322,49.999999969031094,49.999999971025446,49.999999973104792
27060,49.999999952837577,49.999999952897923,49.999999953078763,49.999999953379465,49.999999953799005,49.999999954335955,49.999999954988503,49.999999955754483,49.99999995663137,49.999999957616325,49.999999958706248,49.999999959897771,49.99999996118737,49.999999962571373,49.999999964046076,49.999999965607849,49.999999967253281,49.999999968979417,49.999999970784138,49.999999972666856,49.999999974629866
27120,49.99999995549841,49.999999955555381,49.999999955726082,49.99999995600993,49.999999956405958,49.999999956912816,49.999999957528793,49.999999958251841,49.999999959079581,49.999999960009333,49.999999961038164,49.99999996216291,49.999999963380226,49.999999964686658,49.999999966078704,49.999999967552945,49.999999969106156,49.999999970735558,49.999999972439156,49.999999974216401,49.99999997606951
27180,49.999999958010967,49.999999958064734,49.999999958225864,49.999999958493795,49.999999958867605,49.999999959346042,49.999999959927472,49.999999960609962,49.999999961391275,49.99999996226888,49.999999963240008,49.999999964301665,49.999999965450705,49.999999966683859,49.999999967997823,49.999999969389371,49.999999970855463,49.999999972393482,49.999999974001547,49.99999997567916,49.999999977428438
27240,49.999999960383391,49.999999960434145,49.99999996058623,49.999999960839119,49.999999961191953,49.999999961643532,49.999999962192327,49.999999962836512,49.99999996357397,49.999999964402321,49.999999965318935,49.999999966320999,49.999999967405536,49.999999968569469,49.999999969809686,49.999999971123117,49.99999997250692,49.999999973958616,49.999999975476435,49.999999977059929,49.999999978711116
27300,49.999999962623406,49.999999962671311,49.999999962814847,49.999999963053533,49.99999996338655,49.999999963812762,49.999999964330733,49.999999964938738,49.999999965634771,49.999999966416588,49.99999996728171,49.999999968227492,49.999999969251107,49.999999970349656,49.999999971520197,49.999999972759852,49.999999974065922,49.999999975436076,49.999999976868658,49.999999978363242,49.999999979921782
27360,49.999999964738301,49.999999964783512,49.999999964918985,49.999999965144255,49.999999965458549,49.999999965860802,49.999999966349655,49.999999966923482,49.999999967580386,49.999999968318257,49.999999969134748,49.999999970027361,49.999999970993436,49.999999972030224,49.999999973134969,49.999999974304934,49.999999975537584,49.999999976830722,49.999999978182785,49.999999979593397,49.999999981064413
27420,49.999999966734975,49.999999966777644,49.999999966905492,49.999999967118093,49.999999967414709,49.999999967794331,49.999999968255686,49.999999968797233,49.999999969417189,49.999999970113542,49.999999970884105,49.999999971726503,49.999999972638228,49.999999973616688,49.999999974659282,49.99999997576343,49.999999976926738,49.99999997814713,49.999999979423151,49.999999980754438,49.999999982142789
27480,49.999999968619953,49.999999968660212,49.99999996878087,49.999999968981498,49.999999969261417,49.999999969619672,49.999999970055057,49.999999970566115,49.999999971151169,49.999999971808322,49.999999972535505,49.999999973330475,49.999999974190871,49.99999997511425,49.999999976098138,49.999999977140128,49.999999978237945,49.999999979389635,49.999999980593834,49.999999981850209,49.999999983160485
27540,49.999999970399401,49.999999970437393,49.999999970551251,49.999999970740582,49.999999971004726,49.999999971342802,49.999999971753653,49.999999972235919,49.999999972788018,49.999999973408151,49.999999974094358,49.999999974844542,49.999999975656465,49.999999976527818,49.999999977456277,49.999999978439554,49.999999979475518,49.999999980562336,49.9999999816987,49.999999982884326,49.999999984120862
27600,49.999999972079152,49.999999972115006,49.99999997222244,49.999999972401099,49.99999997265035,49.999999972969363,49.999999973357056,49.999999973812137,49.9999999743331,49.999999974918275,49.999999975565792,49.999999976273678,49.99999997703982,49.999999977862046,49.99999997873816,49.999999979666001,49.999999980643558,49.999999981669099,49.999999982741407,49.999999983860221,49.99999998502711
27660,49.999999973664721,49.99999997369855,49.99999997379993,49.999999973968499,49.999999974203696,49.999999974504711,49.999999974870526,49.999999975299929,49.999999975791503,49.999999976343659,49.999999976954648,49.999999977622593,49.999999978345507,49.999999979121341,49.999999979948015,49.999999980823503,49.999999981745908,49.999999982713589,49.999999983725409,49.99999998478112,49.999999985882241
27720,49.999999975161316,49.999999975193241,49.999999975288894,49.999999975447949,49.999999975669866,49.999999975953884,49.999999976299051,49.99999997670421,49.999999977168024,49.999999977689001,49.999999978265492,49.999999978895723,49.999999979577815,49.999999980309845,49.999999981089843,49.999999981915899,49.999999982786214,49.999999983699261,49.999999984653961,49.999999985650092,49.999999986689105
27780,49.999999976573882,49.999999976603995,49.999999976694248,49.999999976844315,49.99999997705369,49.999999977321664,49.999999977647327,49.999999978029592,49.999999978467201,49.999999978958741,49.999999979502661,49.999999980097279,49.999999980740832,49.999999981431493,49.999999982167417,49.99999998294679,49.999999983767935,49.99999998462939,49.99999998553016,49.99999998647003,49.999999987450394
27840,49.999999977907059,49.999999977935474,49.999999978020618,49.999999978162208,49.999999978359746,49.999999978612564,49.99999997891981,49.99999997928046,49.999999979693328,49.999999980157078,49.999999980670239,49.999999981231234,49.999999981838393,49.999999982490003,49.99999998318431,49.999999983919608,49.99999998469432,49.999999985507067,49.999999986356904,49.999999987243662,49.999999988168646
27900,49.99999997916526,49.999999979192069,49.999999979272395,49.99999997940597,49.999999979592332,49.999999979830847,49.999999980120712,49.999999980460956,49.999999980850461,49.999999981287964,49.999999981772085,49.99999998230134,49.999999982874144,49.99999998348887,49.999999984143891,49.999999984837586,49.999999985568451,49.999999986335212,49.999999987136974,49.999999987973567,49.999999988846263
27960,49.999999980352655,49.999999980377943,49.999999980453723,49.99999998057973,49.99999998075554,49.999999980980554,49.999999981254,49.99999998157498,49.999999981942423,49.999999982355156,49.999999982811865,49.999999983311142,49.999999983851509,49.999999984431433,49.999999985049357,49.999999985703766,49.999999986393249,49.999999987116588,49.999999987872954,49.999999988662196,49.999999989485524
28020,49.999999981473167,49.999999981497027,49.999999981568514,49.999999981687381,49.999999981853229,49.999999982065489,49.999999982323438,49.999999982626228,49.999999982972852,49.999999983362201,49.999999983793025,49.999999984264008,49.999999984773751,49.999999985320812,49.999999985903713,49.99999998652104,49.999999987171449,49.999999987853798,49.999999988567311,49.999999989311846,49.999999990088561
28080,49.999999982530525,49.999999982553028,49.999999982620466,49.999999982732589,49.999999982889037,49.999999983089253,49.999999983332579,49.999999983618203,49.999999983945173,49.999999984312431,49.999999984718826,49.999999985163107,49.999999985643939,49.99999998615997,49.999999986709817,49.999999987292128,49.999999987905653,49.999999988549312,49.999999989222367,49.999999989924696,49.999999990657415
28140,49.999999983528241,49.999999983549472,49.999999983613073,49.999999983718844,49.99999998386641,49.999999984055265,49.999999984284784,49.999999984554194,49.999999984862612,49.99999998520903,49.99999998559236,49.999999986011424,49.999999986464971,49.999999986951714,49.999999987470353,49.999999988019624,49.999999988598326,49.999999989205456,49.999999989840319,49.999999990502815,49.999999991193988
28200,49.999999984469639,49.999999984489662,49.999999984549653,49.999999984649413,49.999999984788602,49.999999984966735,49.999999985183216,49.999999985437327,49.99999998572823,49.999999986054981,49.99999998641654,49.999999986811801,49.99999998723959,49.999999987698693,49.999999988187874,49.999999988705945,49.999999989251783,49.999999989824438,49.999999990423248,49.999999991048135,49.999999991700101
28260,49.99999998535786,49.999999985376739,49.999999985433327,49.999999985527417,49.99999998565869,49.999999985826705,49.999999986030886,49.999999986270552,49.999999986544921,49.999999986853098,49.999999987194116,49.999999987566909,49.999999987970391,49.999999988403395,49.999999988864779,49.999999989353405,49.999999989868222,49.999999990408327,49.999999990973116,49.999999991562504,49.99999999217745
28320,49.99999998619586,49.999999986213673,49.999999986267035,49.999999986355775,49.999999986479587,49.999999986638045,49.999999986830616,49.999999987056654,49.99999998731542,49.999999987606067,49.999999987927687,49.999999988279285,49.999999988659816,49.999999989068193,49.99999998950333,49.999999989964167,49.999999990449702,49.999999990959097,49.999999991491769,49.999999992047648,49.999999992627657
28380,49.99999998698646,49.999999987003257,49.999999987053585,49.999999987137272,49.999999987254036,49.999999987403477,49.999999987585085,49.999999987798262,49.999999988042298,49.999999988316411,49.999999988619727,49.999999988951309,49.999999989310183,49.999999989695318,49.999999990105692,49.999999990540296,49.999999990998198,49.999999991478596,49.999999991980957,49.999999992505217,49.999999993052249
28440,49.999999987732295,49.999999987748133,49.999999987795597,49.999999987874517,49.999999987984637,49.999999988125559,49.999999988296828,49.999999988497862,49.999999988728007,49.999999988986502,49.999999989272546,49.999999989585241,49.999999989923673,49.999999990286874,49.999999990673871,49.999999991083726,49.999999991515544,49.999999991968586,49.999999992442341,49.99999999293675,49.999999993452661
28500,49.999999988435874,49.99999998845081,49.999999988495567,49.999999988569996,49.999999988673835,49.999999988806728,49.999999988968234,49.999999989157814,49.999999989374835,49.999999989618601,49.999999989888337,49.99999999018322,49.99999999050236,49.999999990844856,49.999999991209798,49.99999999159629,49.999999992003502,49.999999992430723,49.999999992877477,49.999999993343721,49.999999993830258
28560,49.999999989099564,49.999999989113647,49.999999989155853,49.999999989226033,49.999999989323946,49.999999989449265,49.999999989601562,49.999999989780328,49.999999989984971,49.999999990214839,49.999999990469192,49.999999990747249,49.999999991048185,49.999999991371155,49.999999991715278,49.999999992079722,49.999999992463707,49.999999992866563,49.999999993287837,49.999999993727499,49.999999994186318
28620,49.999999989725595,49.999999989738875,49.999999989778672,49.999999989844845,49.999999989937173,49.999999990055343,49.999999990198944,49.999999990367506,49.999999990560475,49.999999990777219,49.999999991017056,49.999999991279239,49.999999991563001,49.999999991867533,49.999999992192016,49.999999992535663,49.999999992897727,49.999999993277584,49.999999993674827,49.9999999940894,49.999999994522057
28680,49.999999990316077,49.999999990328597,49.999999990366121,49.99999999042852,49.999999990515576,49.999999990626989,49.999999990762397,49.999999990921332,49.999999991103273,49.999999991307639,49.999999991533777,49.999999991780989,49.999999992048544,49.999999992335681,49.999999992641627,49.999999992965648,49.999999993307028,49.999999993665199,49.999999994039747,49.999999994430659,49.999999994838625
28740,49.999999990873008,49.999999990884817,49.999999990920195,49.999999990979028,49.999999991061102,49.999999991166156,49.999999991293819,49.999999991443673,49.999999991615219,49.999999991807904,49.999999992021117,49.999999992254196,49.99999999250646,49.999999992777184,49.999999993065643,49.999999993371141,49.99999999369301,49.999999994030702,49.999999994383849,49.999999994752429,49.999999995137102
28800,49.999999991398269,49.999999991409403,49.999999991442756,49.999999991498228,49.999999991575613,49.999999991674656,49.999999991795015,49.999999991936299,49.999999992098033,49.999999992279697,49.99999999248071,49.999999992700467,49.999999992938299,49.999999993193533,49.999999993465494,49.999999993753519,49.999999994056978,49.999999994375358,49.999999994708311,49.999999995055809,49.999999995418506
28860,49.999999991893645,49.99999999190414,49.999999991935589,49.999999991987877,49.999999992060836,49.999999992154208,49.999999992267682,49.99999999240088,49.999999992553356,49.999999992724625,49.999999992914134,49.999999993121307,49.999999993345526,49.999999993586158,49.99999999384255,49.999999994114084,49.999999994400177,49.999999994700332,49.999999995014228,49.999999995341852,49.999999995683808
28920,49.999999992360806,49.999999992370704,49.999999992400348,49.999999992449645,49.999999992518426,49.999999992606448,49.999999992713427,49.999999992838994,49.999999992982737,49.999999993144193,49.999999993322852,49.999999993518159,49.999999993729539,49.999999993956379,49.999999994198092,49.999999994454072,49.999999994723773,49.999999995006739,49.999999995302659,49.999999995611525,49.999999995933912
28980,49.999999992801349,49.999999992810679,49.999999992838625,49.999999992885094,49.999999992949931,49.999999993032915,49.999999993133756,49.999999993252125,49.999999993387632,49.999999993539838,49.999999993708258,49.999999993892366,49.999999994091631,49.999999994305469,49.999999994533326,49.999999994774633,49.99999999502888,49.999999995295624,49.999999995574584,49.999999995865757,49.999999996169684
29040,49.999999993216768,49.999999993225565,49.999999993251905,49.99999999329571,49.99999999335683,49.999999993435054,49.99999999353011,49.999999993641694,49.999999993769428,49.999999993912901,49.999999994071658,49.999999994245215,49.999999994433047,49.999999994634621,49.999999994849404,49.999999995076877,49.999999995316536,49.999999995567983,49.999999995830947,49.999999996105416,49.999999996391935
29100,49.999999993608483,49.999999993616768,49.999999993641602,49.999999993682891,49.999999993740502,49.999999993814235,49.999999993903842,49.999999994009016,49.999999994129425,49.999999994264662,49.99999999441431,49.999999994577898,49.999999994754951,49.999999994944957,49.999999995147412,49.999999995361826,49.999999995587729,49.999999995824744,49.999999996072617,49.99999999633134,49.999999996601431
29160,49.999999993977823,49.999999993985639,49.999999994009045,49.999999994047961,49.999999994102268,49.999999994171766,49.999999994256221,49.999999994355356,49.999999994468844,49.999999994596315,49.999999994737372,49.999999994891567,49.999999995058445,49.999999995237538,49.999999995428368,49.999999995630461,49.999999995843389,49.999999996066791,49.999999996300424,49.999999996544297,49.999999996798891
29220,49.99999999432606,49.999999994333422,49.999999994355484,49.999999994392169,49.99999999444335,49.999999994508855,49.999999994588457,49.999999994681893,49.999999994788865,49.999999994909011,49.999999995041954,49.999999995187288,49.999999995344574,49.99999999551337,49.99999999569323,49.999999995883712,49.999999996084398,49.99999999629496,49.999999996515172,49.999999996745032,49.999999996985004
29280,49.999999994654381,49.999999994661316,49.999999994682113,49.999999994716688,49.99999999476492,49.999999994826659,49.999999994901685,49.99999999498975,49.999999995090569,49.999999995203801,49.999999995329098,49.999999995466069,49.999999995614317,49.999999995773408,49.999999995942915,49.99999999612244,49.999999996311587,49.999999996510034,49.999999996717584,49.999999996934228,49.999999997160408
29340,49.999999994963908,49.999999994970445,49.999999994990041,49.999999995022627,49.999999995068087,49.999999995126274,49.99999999519698,49.999999995279978,49.999999995374992,49.999999995481708,49.999999995599794,49.999999995728885,49.999999995868599,49.999999996018531,49.999999996178289,49.999999996347476,49.999999996525737,49.999999996712766,49.999999996908365,49.999999997112546,49.999999997325723
29400,49.999999995255713,49.999999995261874,49.999999995280341,49.99999999531105,49.999999995353889,49.999999995408729,49.999999995475363,49.99999999555358,49.999999995643122,49.999999995743693,49.999999995854978,49.99999999597663,49.999999996108293,49.999999996249592,49.999999996400149,49.999999996559588,49.999999996727581,49.999999996903838,49.999999997088175,49.999999997280604,49.999999997481517
29460,49.999999995530786,49.999999995536598,49.999999995553999,49.99999999558294,49.999999995623313,49.999999995674983,49.999999995737781,49.999999995811493,49.99999999589587,49.999999995990649,49.999999996095518,49.999999996210164,49.999999996334239,49.999999996467395,49.999999996609269,49.99999999675952,49.999999996917829,49.999999997083933,49.999999997257646,49.999999997438984,49.999999997628329
29520,49.999999995790091,49.999999995795562,49.999999995811962,49.999999995839232,49.999999995877282,49.999999995925975,49.999999995985149,49.999999996054605,49.999999996134122,49.99999999622343,49.999999996322252,49.999999996430283,49.999999996547203,49.999999996672678,49.999999996806373,49.999999996947956,49.999999997097134,49.999999997253653,49.999999997417355,49.99999999758824,49.999999997766672
29580,49.999999996034511,49.999999996039669,49.999999996055124,49.999999996080817,49.999999996116671,49.999999996162551,49.999999996218314,49.999999996283762,49.999999996358689,49.999999996442845,49.999999996535962,49.999999996637762,49.999999996747931,49.999999996866165,49.999999996992138,49.999999997125556,49.999999997266123,49.99999999741361,49.999999997567862,49.999999997728885,49.999999997897035
29640,49.999999996264897,49.999999996269757,49.999999996284316,49.999999996308524,49.999999996342311,49.99999999638554,49.999999996438085,49.999999996499753,49.999999996570352,49.999999996649649,49.999999996737387,49.99999999683331,49.999999996937113,49.999999997048519,49.999999997167222,49.999999997292932,49.999999997425377,49.999999997564345,49.999999997709686,49.999999997861416,49.999999998019867
29700,49.999999996482039,49.999999996486615,49.999999996500335,49.999999996523151,49.999999996554976,49.999999996595712,49.999999996645215,49.999999996703323,49.999999996769844,49.999999996844558,49.99999999692723,49.999999997017603,49.99999999711541,49.999999997220378,49.999999997332218,49.999999997450658,49.999999997575458,49.999999997706389,49.999999997843332,49.999999997986301,49.9999999981356
29760,49.999999996686689,49.999999996691002,49.999999996703927,49.999999996725428,49.999999996755413,49.99999999679379,49.999999996840437,49.999999996895184,49.999999996957854,49.999999997028247,49.999999997106137,49.999999997191289,49.999999997283439,49.999999997382332,49.999999997487706,49.999999997599296,49.999999997716877,49.999999997840241,49.999999997969262,49.999999998103966,49.99999999824464
29820,49.999999996879566,49.999999996883631,49.999999996895809,49.99999999691606,49.999999996944311,49.99999999698047,49.99999999702441,49.999999997075989,49.999999997135035,49.999999997201357,49.999999997274742,49.999999997354962,49.999999997441783,49.99999999753495,49.999999997634227,49.999999997739359,49.999999997850132,49.999999997966363,49.999999998087915,49.999999998214825,49.99999999834737
29880,49.99999999706133,49.99999999706516,49.999999997076635,49.999999997095713,49.99999999712233,49.999999997156394,49.99999999719779,49.999999997246384,49.999999997302012,49.99999999736449,49.999999997433626,49.9999999975092,49.99999999759099,49.999999997678771,49.999999997772292,49.999999997871342,49.999999997975699,49.999999998085194,49.999999998199712,49.999999998319275,49.999999998444146
29940,49.999999997232628,49.99999999723623,49.999999997247038,49.999999997265014,49.999999997290089,49.999999997322178,49.999999997361179,49.999999997406952,49.999999997459362,49.999999997518216,49.999999997583345,49.999999997654541,49.999999997731592,49.999999997814285,49.999999997902385,49.999999997995694,49.999999998094005,49.999999998197154,49.999999998305036,49.999999998417671,49.999999998535316
30000,49.999999997394035,49.999999997397438,49.99999999740762,49.999999997424545,49.999999997448171,49.999999997478398,49.99999999751514,49.999999997558263,49.999999997607624,49.999999997663075,49.999999997724423,49.999999997791491,49.999999997864073,49.99999999794197,49.999999998024961,49.999999998112862,49.999999998205467,49.999999998302634,49.999999998404263,49.999999998510368,49.999999998621199
30060,49.999999997546134,49.999999997549338,49.99999999755893,49.999999997574875,49.999999997597129,49.999999997625601,49.999999997660211,49.999999997700833,49.999999997747331,49.999999997799563,49.999999997857351,49.999999997920526,49.999999997988901,49.999999998062272,49.999999998140453,49.999999998223245,49.999999998310486,49.999999998402011,49.999999998497742,49.999999998597694,49.999999998702101
30120,49.99999999768945,49.999999997692463,49.999999997701501,49.999999997716522,49.999999997737483,49.999999997764306,49.999999997796898,49.999999997835161,49.999999997878966,49.999999997928157,49.999999997982599,49.999999998042107,49.999999998106503,49.999999998175618,49.999999998249258,49.999999998327247,49.999999998409415,49.999999998495632,49.999999998585807,49.999999998679954,49.9999999987783
30180,49.999999997824482,49.999999997827324,49.999999997835829,49.999999997849976,49.999999997869722,49.999999997894989,49.999999997925691,49.99999999796173,49.999999998002984,49.999999998049326,49.999999998100598,49.999999998156646,49.999999998217305,49.999999998282405,49.999999998351761,49.999999998425217,49.999999998502616,49.999999998583817,49.999999998668756,49.999999998757438,49.999999998850079
30240,49.999999997951704,49.999999997954376,49.999999997962391,49.999999997975721,49.999999997994315,49.999999998018112,49.999999998047031,49.999999998080973,49.999999998119826,49.999999998163474,49.999999998211763,49.999999998264556,49.999999998321691,49.999999998383004,49.999999998448331,49.999999998517517,49.999999998590411,49.999999998666894,49.999999998746887,49.999999998830418,49.999999998917673
30300,49.999999998071566,49.999999998074081,49.999999998081634,49.999999998094182,49.999999998111697,49.999999998134108,49.999999998161343,49.99999999819331,49.99999999822991,49.999999998271015,49.999999998316497,49.999999998366214,49.999999998420023,49.999999998477769,49.999999998539295,49.999999998604459,49.999999998673111,49.999999998745146,49.999999998820485,49.999999998899156,49.999999998981345
30360,49.999999998184485,49.999999998186851,49.999999998193964,49.999999998205787,49.999999998222279,49.999999998243382,49.999999998269033,49.999999998299145,49.999999998333607,49.999999998372324,49.999999998415156,49.999999998461981,49.999999998512656,49.999999998567041,49.999999998624986,49.999999998686349,49.999999998751008,49.999999998818851,49.999999998889805,49.999999998963894,49.9999999990413
30420,49.999999998290861,49.999999998293092,49.999999998299785,49.999999998310919,49.999999998326452,49.999999998346333,49.999999998370484,49.999999998398842,49.999999998431299,49.999999998467757,49.999999998508095,49.999999998552191,49.999999998599918,49.999999998651134,49.999999998705697,49.999999998763492,49.999999998824379,49.999999998888264,49.99999999895509,49.999999999024865,49.999999999097767
30480,49.999999998391068,49.999999998393172,49.999999998399474,49.999999998409955,49.999999998424585,49.9999999984433,49.999999998466052,49.999999998492754,49.999999998523322,49.999999998557655,49.999999998595641,49.999999998637165,49.999999998682107,49.999999998730338,49.999999998781725,49.999999998836145,49.999999998893486,49.999999998953648,49.999999999016573,49.999999999082284,49.999999999150944
