time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
19080,1.1472090769153598,1.1459200010833268,1.1420533822126342,1.1356109754944603,1.1265954668222746,1.1150100998852639,1.1008581249008689,1.084142035606636,1.0648625447486948,1.0430172250002907,1.0185987078681917,0.99159228080645856,0.96197264059796339,0.92969942791694005,0.89471094452617306,0.85691506436008702,0.81617563630309253,0.77229129907587668,0.72496078886684767,0.67372247117204831,0.6178400775956574
19140,1.1438567090598435,1.1425711249945307,1.1387149686686708,1.1322899569573102,1.1232987117117905,1.1117443865266214,1.0976301148993239,1.080958246267012,1.0617293199459508,1.0399407035828869,1.0155847881713667,0.98864657905237385,0.95910043965708902,0.92690561071705035,0.89199990258374506,0.85429056498297906,0.81364061879196636,0.76984754348705542,0.72260834271531227,0.6714585812148931,0.61565700550806668
19200,1.1405172633290497,1.1392351572709059,1.1353894222968623,1.1289817372213016,1.1200146602744079,1.1084912555352344,1.094414540508615,1.077786721193049,1.0586081644543073,1.0368760339880725,1.0125824814185567,0.98571223114906226,0.95623931441356969,0.92412257305468781,0.88929932683463564,0.85167620162948976,0.81111538976639619,0.76741320913996947,0.72026492475971082,0.66920328600809853,0.6134820183213977
19260,1.1371906864268595,1.1359120447131161,1.1320766901868522,1.1256862638531817,1.1167432607354233,1.1052506559672834,1.0912113517768232,1.074627411572513,1.0554990307342074,1.0338231700660065,1.0095917429500036,0.98278919401029974,0.95338922342147692,0.92135027517493584,0.88660917925048299,0.84907193801879599,0.80859991469858883,0.764988263243913,0.71793050388810298,0.66695655595009218,0.61131508743603657
19320,1.1338769253794616,1.1326017344425738,1.1287767197443874,1.1224034847281732,1.1134844616181696,1.1020225371639634,1.0880204990217319,1.0714802688456186,1.052401871479739,1.0307820658805709,1.006612528299097,0.97987742472226613,0.950550125386872,0.9185886774552795,0.88392942191705726,0.84647773796773118,0.80609415914417981,0.76257267308003218,0.71560504905173183,0.66471836149639407,0.60915618430290952
19380,1.1305759275305385,1.1293041738966627,1.1254894586866562,1.1191333480255008,1.1102382117397964,1.0988068487475864,1.0848419328273109,1.0683452447019413,1.0493166396160152,1.0277526757072495,1.0036447931907699,0.97697688054246223,0.94772197916723255,0.91583774040551813,0.8812600170346222,0.84389356539154547,0.80359808874333016,0.76016640600268948,0.71328852926658026,0.66248867316128479,0.60700528042515134
19440,1.1272876405365699,1.1260193108240806,1.1222148550377407,1.1158758022240252,1.1070044602071574,1.0956035406177813,1.0816756040402848,1.065222291077405,1.0462432882966202,1.0247349540310602,1.0006884935399309,0.9740875188986462,0.94490474377088363,0.9130974246676693,0.87860092691827296,0.84131938430462982,0.80111166922177712,0.75776942944077241,0.71098091361486582,0.66026746151940785,0.60486234735970656
19500,1.1240120123622526,1.1227470932802934,1.1189528571241794,1.1126307960979851,1.1037831564127965,1.092412562947787,1.0785214637667877,1.0621113601513426,1.0431817709011144,1.0217288555445316,0.99774358544993069,0.97120929738778927,0.9420983783564344,0.91036769101586101,0.87595211399825024,0.83875515882120322,0.79863486639183723,0.75538171089894723,0.7086821712464737,0.65805469720730958,0.60272735671886901
19560,1.12074899127603,1.1194874696231021,1.1157034135706414,1.1093982787128454,1.1005742500310327,1.0892338661808356,1.0753794633690976,1.05901240434363,1.040132041032602,1.0187343351457296,0.99481002521105877,0.96834217377505116,0.93930284223221849,0.9076485003562158,0.87331354082023205,0.8362008531559656,0.79616764615336411,0.75300321795885883,0.70639227138033189,0.65585035092491684,0.60060028017175981
19620,1.1174985258457337,1.1162403885083179,1.1124664732957035,1.1061781994212434,1.0973776910141424,1.0860674010266254,1.0722495544624524,1.055925376311887,1.0370940525153525,1.0157513479363256,0.99188776929907541,0.96548610599277129,0.93651809485573823,0.90493981372672394,0.87068517004560186,0.83365643162471714,0.79370997449466352,0.75063391828027992,0.70411118330572975,0.6536543934369563,0.59848108944574685
19680,1.1142605649343291,1.1130057988855426,1.1092419855077325,1.1029705078590379,1.094193429588634,1.0829131184578789,1.0691316889119415,1.0528502289487462,1.0340677593924814,1.0127798492197109,0.98897677437377118,0.96264105213947915,0.93374409583311235,0.9022415922971081,0.86806696445169662,0.83112185864494381,0.79126181749336577,0.74827377960221064,0.70183887638358178,0.65146679557431686,0.59636975632780787
19740,1.1110350576957688,1.1097836499940539,1.1060298997008675,1.0997751539414538,1.0910214162516139,1.0797709697069864,1.0660258188294756,1.0497869153791881,1.0310531159236827,1.0098197944991518,0.9860769972775576,0.95980697047891927,0.93098080491852719,0.89955379736867835,0.8654588869320321,0.82859709873637233,0.78882314131725673,0.74592276974392968,0.69957532004763823,0.64928752823535663,0.59426625266583866
19800,1.107821953570943,1.1065738913587895,1.1028301656511019,1.0965920878593194,1.0878616017672411,1.0766409062627289,1.0629318965708245,1.0467353889579376,1.0280500765830156,1.0068711394759868,0.98318839503408473,0.95698381943909328,0.92822818201369173,0.89687639037417777,0.8628609004965091,0.82608211652149321,0.78639391222507005,0.74358085660599926,0.69732048380564526,0.64711656238715676,0.59217055036990807
19860,1.104621202283733,1.1033764727864301,1.0996427334124594,1.093421260075399,1.0847139371632686,1.0735228798670828,1.0598498747327318,1.043695603266924,1.0250585960567409,1.0039338400478608,0.98031092484688831,0.95417155761131645,0.92548618716729392,0.89420933287761961,0.86027296827159816,0.82357687672605451,0.78397409656724071,0.74124800817122549,0.6950743372404552,0.64495386906672481,0.59008262141346335
19920,1.1014327538371587,1.1001913443615796,1.0964675533132642,1.0902626213208109,1.0815783737276679,1.0704168425120995,1.0567797061500943,1.0406675121127993,1.0220786292412067,1.0010078523070005,0.97744454409806081,0.95137014374928885,0.92275478057446125,0.89155258657411562,0.85769505350050612,0.8210813441795265,0.78156366078662165,0.73892419250557451,0.69283685001108963,0.64279941938214713,0.58800243783448447
19980,1.0982565585096207,1.0970184564430361,1.0933045759525026,1.0871161225915362,1.0784548630053361,1.0673227464368613,1.0537213438932105,1.0376510695245154,1.019110131240784,0.99809313253852439,0.97458921034695067,0.94857953676818052,0.92003392257622318,0.88890611328969538,0.85512711954332343,0.81859548381553826,0.7791625714191639,0.73660937775904745,0.69060799185375632,0.64065318451369468,0.585929971736593
20040,1.0950925668512348,1.0938577596601551,1.0901537521962721,1.0839817151450091,1.0753433567948822,1.0642405441245104,1.0506747412650934,1.0346462297509569,1.0161530573658448,0.9951896372187905,0.97174488132888437,0.94579969574373091,0.9173235736589761,0.8862698749811182,0.85256912987715239,0.81611926067228646,0.77677079509456259,0.73430353216651434,0.68838773258282071,0.63851513571488139,0.58386519529011338
20100,1.091940729680255,1.090709204909301,1.0870150331743169,1.0808593504967923,1.0722438071454907,1.0611701882993487,1.0476398517988477,1.0316529472586284,1.0132073631307903,0.99229732301377727,0.96891151495391392,0.94303057991136008,0.91462369445395053,0.88364383373567568,0.85002104809621903,0.81365263989291881,0.7743882985368693,0.73200662404850858,0.68617604209173555,0.63638524431347898,0.58180808073309065
20160,1.0888009980795825,1.087572743350385,1.0838883702766489,1.0777489804173306,1.0691561663538609,1.058111631924006,1.0446166292551071,1.0286711767293963,1.0102730042521177,0.98941614677749867,0.96608906930558647,0.94027214866529385,0.91193424573668003,0.88102795177098725,0.84748283791196621,0.81119558672589087,0.77201504856507097,0.72971862181198344,0.68397289035392839,0.63426348171248781,0.57975860037226579
20220,1.0856733233933613,1.0844483264034857,1.0807737151502477,1.0746505569287852,1.0660803869612192,1.0550648281966764,1.0416050276195334,1.0257008730582802,1.0073499366465333,0.98654606555045299,0.96327750263973677,0.93752436155770014,0.90925518842647313,0.87842219143478817,0.84495446315313127,0.80874806652529885,0.76965101209363851,0.72743949395103236,0.6817782474236479,0.63214981939106585,0.57771672658400897
20280,1.0825576572236546,1.0813359057455527,1.0776710196958421,1.0715640323019409,1.0630164217504026,1.0520297305484185,1.0386050011003714,1.0227419913512954,1.0044381164291045,0.98368703655810119,0.96047677338330195,0.93478717829783742,0.90658648358588634,0.87582651520470844,0.84243588776580614,0.80631004475118784,0.76729615613304358,0.72516920904757243,0.67959208343677313,0.63004422890541778,0.57568243181521328
20340,1.0794539514272015,1.0782354333071891,1.0745802360647689,1.0684893590531894,1.0599642237430111,1.049006292640521,1.0356165041260612,1.0197944869233433,1.0015374999114526,0.98083901720937772,0.95768684013315675,0.93206055875121485,0.90392809242019889,0.87324088568804692,0.83992707581348303,0.80388148696983708,0.76495044779024679,0.72290773577199441,0.67741436861158277,0.62794668188964486,0.5736556885841495
20400,1.0763621581122527,1.075146861269511,1.0715013166559064,1.0654264899415853,1.056923746196629,1.0459944683619282,1.0326394913429073,1.0168583152961503,0.99864804359998438,0.97800196509523041,0.95490766165496865,0.92934446293876261,0.90127997627688983,0.87066526562153546,0.8374279914770838,0.80146235885402251,0.76261385426915662,0.72065504288377924,0.67524507324949012,0.62585715005655695,0.57163646948128466
20460,1.0732822296354805,1.0720701420610823,1.0684342141126801,1.0623753779659686,1.0538949426021098,1.0429942118267257,1.0296739176127976,1.0139334321962514,0.99576970419416022,0.97517583798718865,0.95213919688207438,0.92663885103601384,0.89864209664511618,0.86809961787109857,0.83493859905497503,0.79905262618325801,0.76028634287106134,0.71841109923208168,0.67308416773574109,0.62377560519844844,0.56962474717006317
20520,1.0702141185989642,1.0690052283549238,1.065378881320143,1.0593359763621597,1.0508777666809259,1.0400054773716856,1.026719738010976,1.0110197935530176,0.99290243858480021,0.97236059383596063,0.94938140491437395,0.92394368337229615,0.89601441515519331,0.86554390543160509,0.83245886296296812,0.79665225484401436,0.75796788099503309,0.71617587375628367,0.67093162254007921,0.62170201918783818,0.56762049438765416
20580,1.0671577778472463,1.0659520730655923,1.0623352714021208,1.0563082386002169,1.0478721723825803,1.0370282195538667,1.0237769078238659,1.0081173554967284,0.9900462038524247,0.96955619077005684,0.94663424501724436,0.92125892042993329,0.89339689357807617,0.86299809142661321,0.82998874773430664,0.79426121082991896,0.75565843613830674,0.7139493354865164,0.66878740821737725,0.61963636397817612,0.56562368394566465
20640,1.0641131604644598,1.0629106293463286,1.0593033377184291,1.0532921183817612,1.0448781138820784,1.0340623931482706,1.0208453825469417,1.0052260743566845,0.98720095726562929,0.9667625870944403,0.94389767662047031,0.91858452284345671,0.8907894938248424,0.86046213910811054,0.82752821801963894,0.79187946024193501,0.75335797589663356,0.71173145354415435,0.66665149540823676,0.61757861160451688,0.56363428873082078
20700,1.0610802197715212,1.0598808505862742,1.0562830338621516,1.050287569637361,1.0418955455774577,1.0311079531455516,1.0179251178826472,1.0023459066593625,0.98436665627949338,0.96397974128920216,0.94117165931719404,0.91592045139882605,0.88819217794617678,0.85793601185624591,0.82507723858697823,0.78950696928852193,0.75106646796461041,0.70952219714228004,0.66452385483955689,0.61552873418416065,0.5616522817056171
20760,1.0580589093233925,1.0568626904077538,1.0532743136569869,1.0472945465239805,1.038924422087375,1.0281648547497773,1.0150160697383621,0.99947680912660863,0.98154325853402147,0.96120761200826244,0.93845615286287987,0.91326666703265946,0.88560490813185688,0.85541967317905732,0.82263577432165047,0.7871437042857764,0.74878388013598474,0.70732153558612165,0.66240445732507336,0.61348670391726445,0.55967763590893582
20820,1.0550491829064053,1.0538561026636191,1.0502771311546524,1.0443130034224846,1.0359646982487503,1.0252330533762408,1.0121181942244108,0.9966187386738703,0.97873072185261478,0.95844615807809408,0.93575111717429738,0.91062313083147162,0.88302764671024092,0.85291308671219324,0.8202037902262288,0.78478963165755633,0.74651018030393845,0.70512943827346486,0.66029327376586855,0.61145249308742267,0.55771032445663671
20880,1.0520509945356482,1.0508610414346566,1.0472914406323526,1.0413428949352037,1.0330163291144607,1.0223125046493227,1.0092314476521176,0.99377165240846621,0.97592900424057494,0.95569533849647148,0.93305651232851927,0.90798980403092144,0.8804603561477552,0.85041621621862795,0.81778125142045766,0.78244471793558723,0.74424533646134805,0.70294587469503755,0.65819027515085393,0.60942607406221905,0.55575032054211848
20940,1.0490642984524161,1.0478774610270565,1.0443171965903033,1.0383841758835528,1.0300792699510912,1.0194031644003982,1.0063557865319015,0.99093550762789195,0.97313806388363622,0.95295511243124098,0.93037229856193504,0.90536664801506783,0.87790299904838509,0.84792902558837235,0.81536812314116403,0.78010892975955104,0.74198931670102386,0.70077081443487166,0.65609543255722413,0.60740741929375108,0.55379759743685297
21000,1.0460890491217161,1.0449053159699373,1.0413543537493151,1.0354368013057058,1.0271534762367336,1.0165049886657938,1.0034911675714135,0.98811026181816131,0.97035785914652684,0.95022543921911284,0.92769843626927984,0.90275362431563255,0.87535553815316514,0.84545147883817895,0.81296437074215844,0.77778223387715939,0.73974208921592932,0.69860422717063908,0.65400871715088693,0.60539650131912714,0.55185212849089293
21060,1.0431252012298333,1.0419445610129296,1.0384028670484298,1.0325007264543222,1.024238903658834,1.0136179336847859,1.0006375476737153,0.98529587265218099,0.96758834857155862,0.94750627836447643,0.92503488600267769,0.90015069461127228,0.8728179363396722,0.84298354011124255,0.81056995969412504,0.77546459714421101,0.73750362229937938,0.69644608267396568,0.65193010018686592,0.60339329276093767,0.54991388713335376
21120,1.040172709681952,1.0389951511238154,1.0354626916426126,1.0295759067943264,1.0213355081120916,1.010741955897646,0.99779488393549276,0.9824922979881594,0.96482949087724323,0.94479758953823434,0.92238160847069961,0.89755782072685797,0.87029015662151832,0.84052517367689539,0.80818485558450126,0.77315598652463302,0.73527388434522012,0.69429635081072216,0.6498595530096799,0.60139776632770081,0.54798284687287113
21180,1.0372315295998293,1.0360570414862189,1.0325337829004961,1.0266622980007347,1.018443245696401,1.007877011943727,0.99496313364531186,0.97969949586804772,0.96208124495693581,0.94209933257665734,0.91973856453743474,0.89497496463276072,0.86777216214784603,0.83807634393029762,0.80580902411734734,0.77085636909050914,0.73305284384798919,0.69215500154129372,0.64779704705369823,0.59940989481428431,0.54605898129803421
21240,1.0343016163195249,1.0331301874973535,1.0296160964021752,1.0237598559565335,1.0155620727148418,1.005023058659591,0.99214225428190794,0.97691742451601149,0.95934356987750302,0.93941146748025972,0.91710571522157502,0.89240208844414604,0.86526391620282428,0.83563701539212443,0.80344243111320601,0.76856571202209167,0.73084046940305858,0.69002200492082777,0.64574255384347268,0.59742965110230328,0.5441422640777962
21300,1.0313829253891791,1.0302145447658158,1.0267095879370509,1.0208685367506027,1.0126919456717107,1.0021800530771769,0.98933220351251205,0.97414604233693414,0.95661642487801668,0.93673395441269236,0.91448302169551354,0.88983915442027472,0.86276538220514543,0.83320715270824708,0.80108504250895352,0.76628398260780095,0.7286367297067593,0.68789733109946238,0.64369604499404809,0.5954570081604954,0.54223266896186217
21360,1.0284754125668427,1.0273100691094312,1.0238142135017241,1.0179882966756866,1.0098328212705987,0.99934795242200825,0.98653293919121143,0.97138530791494848,0.95389976936847221,0.93406675369965542,0.91187044528445516,0.88728612496381032,0.86027652370752383,0.83078672064941139,0.79873682435764048,0.76401114824421101,0.72644159355648996,0.68578095032253383,0.6416574922112509,0.5934919390450738,0.5403301697810553
21420,1.025579033818355,1.0244167165531475,1.0209299292979337,1.0151190922264071,1.0069846564125069,0.99652671411143823,0.98374441935734414,0.96863518001199866,0.95119356292852941,0.93140982582782861,0.90926794746553896,0.88474296262013385,0.8577973043961955,0.82837568411091123,0.79639774282832532,0.76174717643602219,0.72425502985080792,0.68367283293076642,0.6396268672919565,0.5915344169000587,0.5384347404476626
21480,1.022693745315268,1.0215344433269753,1.018056691730542,1.0122608800973234,1.0041474081940065,0.99371629575293174,0.98096660223392573,0.96589561756642872,0.94849776530627694,0.92876313144381883,0.90667548986697399,0.88220963007666442,0.85532768809041859,0.82597400811225841,0.79406776420589775,0.7594920347960219,0.72207700758950566,0.68157294936044255,0.6376041421243378,0.58958441495758895,0.53654635495576053
21540,1.0198195034328184,1.0186632058639722,1.0151944574055634,1.0094136171810315,1.0013210339054341,0.99091665514238303,0.97819944622610844,0.96316657969159947,0.94581233641701878,0.92612663135312501,0.90409303426718535,0.8796860901621868,0.85286763874197569,0.82358165779684922,0.79174685489089547,0.75724569104503192,0.71990749587367031,0.6794812701435553,0.6355892886880925,0.58764190653821258,0.53466498738152035
21600,1.016956264747942,1.0158029607982741,1.0123431831282361,1.0065772605663053,0.99850549102912922,0.98812775026246868,0.97544290991967042,0.9604480256745308,0.94313723634208269,0.92350028651911986,0.90152054259397263,0.87717230584618466,0.85041712043467677,0.82119859843162679,0.78943498139931201,0.75500811301184589,0.71774646390573016,0.67739776590794476,0.63358227905465314,0.58570686505115865,0.53279061188349552
21660,1.0141039860373333,1.0129536649631663,1.0095028259011372,1.0037517675362773,0.99570073723770558,0.98534953928103464,0.97269695207953588,0.95773991497457067,0.94047242532764896,0.92088405806204687,0.89895797692367874,0.87466824023818002,0.84797609738386359,0.81882479540674069,0.7871321103623975,0.75277926863315359,0.71559388098948529,0.67532240737741578,0.63158308538737784,0.58377926399459024,0.53092320270289062
21720,1.011262624275546,1.0101152753891993,1.0066733429223351,1.000937095566659,0.99290673039236077,0.98258198054951496,0.96996153164832388,0.95504220722208832,0.93781786378360033,0.91827790725803393,0.89640529948036984,0.87217385658707902,0.84554453393591522,0.81646021423520232,0.78483820852645159,0.75055912595345609,0.7134497165301249,0.67325516537184105,0.62959167994172416,0.5818590769558396,0.52906273416381211
21780,1.0084321366331355,1.0072877493023427,1.0038546915835842,0.99813320232399849,0.99012342854122004,0.97982503260138432,0.96723660774492559,0.95235486221719223,0.93517351228239121,0.91568179553812146,0.89386247263502605,0.8696891182805232,0.84312239456775451,0.81410482055253874,0.78255324275261051,0.74834765312496865,0.71131394003423154,0.67119601080724822,0.62760803506540497,0.57994627761162554,0.52720918067350331
21840,1.0056124804748394,1.0044710441221798,1.0010468294685575,0.99534004566397294,0.98735078991771486,0.97707865415064021,0.96452213966310929,0.94967783992847143,0.93253933155793678,0.9130956844873056,0.89132945890474158,0.86721398884424561,0.84070964388635627,0.81175858011644175,0.78027718001662505,0.74614481840751501,0.70918652110977154,0.66914491469589088,0.6256321231985289,0.57804083972825393,0.52536251672256162
21900,1.0028036133577993,1.0016651174601408,0.99824971435111487,0.99255758362971935,0.98458877293899372,0.97434280409031626,0.96181808687015158,0.94701110049175996,0.9299152825045206,0.91051953584359613,0.88880622095193551,0.86474843194143403,0.83830624662825604,0.80942145880641503,0.7780099874086347,0.74395059016841047,0.7070674294660737,0.66710184814630624,0.62366391687372369,0.57614273716180164,0.52352271688514063
21960,1.0000054930298181,0.99886992711777256,0.99546330419360973,0.98978577445019833,0.98183733620436597,0.97161744149102425,0.95912440900549611,0.9443546042089237,0.92730132617572036,0.90795331149708802,0.8862927215835722,0.862292411372098,0.83591216765906062,0.80709342262341854,0.77575163213293308,0.74176493688233669,0.70495663491379512,0.66506678236335803,0.62170338871624486,0.57425194385828537,0.52168975581913712
22020,0.99721807742765467,0.99608543108504455,0.99268755714522938,0.98702457653859133,0.97909643849377737,0.96890252559952539,0.95644106587943556,0.94170831154666845,0.92469742378335129,0.90539697348904657,0.88378892375039064,0.85984589107244225,0.83352737197295945,0.80477443768951029,0.77350208150772892,0.73958782713120619,0.70285410736487575,0.66303968864826557,0.61975051144406901,0.57236843385381408,0.51986360826636202
22080,0.99444132467535395,0.99331158753869075,0.9899224315403703,0.98427394849073135,0.97636603876631456,0.96619801583732912,0.95376801747182038,0.93907218313536989,0.92210353669642797,0.9028504840110062,0.88129479054614368,0.85740883511424459,0.83115182469223725,0.80246447024748491,0.7712613029648997,0.73741922960401884,0.70075981683248145,0.66102053839861918,0.61780525786797258,0.57049218127472789,0.51804424905269875
22140,0.99167519308261187,0.99054835484058523,0.98716788589704652,0.98153384908356478,0.97364609615874109,0.96350387179931873,0.95110522393078978,0.93644617976792321,0.91951962644014129,0.90031380540388239,0.87881028520684545,0.85498120770423913,0.82878549106678756,0.80016348666051096,0.76902926404974126,0.7352591130967091,0.69867373343093631,0.65900930310838424,0.61586760089159698,0.56862316033772098,0.51623165308824603
22200,0.98891964114317343,0.98779569153615088,0.98442387891533056,0.97880423727364452,0.97093656998406097,0.96082005325240383,0.94845264557152686,0.93383026239861378,0.91694565469485312,0.89778690015709506,0.87633537111002868,0.85256297318350427,0.82642833647362857,0.79787145341176502,0.76680593242071049,0.73310744651198567,0.69659582737564363,0.657005954367891,0.6139375135114995,0.56676134534995237,0.51442579536744903
22260,0.9861746275332639,0.98505355635280112,0.98169036947582566,0.97608507219565255,0.96823741973011079,0.95814652013419743,0.94581024287503701,0.93122439214200603,0.91438158329510633,0.89526973090770601,0.87387001177400936,0.85015409602685565,0.8240803264164186,0.79558833710406396,0.76459127584916342,0.73096419885916286,0.69452606898299729,0.65501046386381356,0.61201496881719175,0.56490671070914233,0.51262665096921567
22320,0.98344011111005103,0.98232190819841259,0.97896731663816849,0.9733763131609523,0.96554860505817852,0.95548323255171874,0.94317797648694646,0.92862853027185199,0.91182737422865023,0.8927622604395663,0.87141417085716033,0.84775454084224411,0.82174142652497439,0.79331410445949546,0.76238526221908831,0.72882933925398374,0.69246442867028357,0.65302280337913676,0.61009993999116496,0.56305923090365551,0.51083419505702243
22380,0.98071605091013947,0.97960070615982819,0.97625467963956192,0.97067791965616901,0.9628700858016499,0.9528301507801199,0.94055580721632437,0.9260426382200182,0.90928298963548182,0.89026445168247736,0.8689678121571931,0.84536427237015721,0.8194116025547894,0.79104872231904588,0.76018785952683376,0.72670283691843707,0.69041087695557191,0.65104294479311231,0.60819240030890276,0.5612188805125724,0.50904840287900632
22440,0.97800240614809331,0.9768899095013911,0.97355241789333646,0.96798985134179782,0.9602018219646794,0.95018723526143578,0.93794369603452432,0.92346667757543033,0.90674839180690037,0.88777626771136142,0.86653089961044705,0.84298325548302666,0.8170908203865539,0.78879215764222721,0.75799903588083195,0.72458466118056553,0.68836538445759832,0.64907086008120296,0.60629232313888304,0.55938563420574827,0.50726924976804655
22500,0.97529913621498954,0.97418947766350572,0.97086049098754024,0.96531206805083869,0.95754377372088695,0.94755444660335753,0.93534160407404676,0.92090061008303514,0.90422354318457798,0.88529767174544471,0.86410339729118713,0.84061145518463909,0.8147790460256763,0.78654437750670103,0.75581875950131772,0.7224747814742688,0.68632792189563852,0.64710652131501778,0.60439968194256677,0.55755946674385992,0.50549671114183437
22560,0.97260620067699932,0.97149937026122868,0.96817885868355547,0.96264452978745718,0.95489590141207881,0.94493174557802695,0.93274949262742102,0.91834439764277964,0.901708406359643,0.88282862714745025,0.86168526941090828,0.83824883660955185,0.81247624560180598,0.78430534910790217,0.75364699872004304,0.72037316733909817,0.68429846008937267,0.64514990066223543,0.60251445027437711,0.55574035297844171,0.50373076250293203
22620,0.96992355927399587,0.96881954708288598,0.96550748091474237,0.95998719672567101,0.95225816554699194,0.94231909312085416,0.93016732314610651,0.9157980023086062,0.89920294407177681,0.88036909742280189,0.85927648031764792,0.83589536502251283,0.81018238536835641,0.78207503975865977,0.75148372197998758,0.71827978842004614,0.68227696995874221,0.64320097038651969,0.60063660178166678,0.55392826785191018,0.50197137943882131
22680,0.96725117191819099,0.96614996808871711,0.96284631778510854,0.95734002920806083,0.94963052680006188,0.93971645032935491,0.92759505723941249,0.91326138628746467,0.8967071192083248,0.87791904621883787,0.85687699449530552,0.83355100581788466,0.80789743170203088,0.7798534168888176,0.74932889783506507,0.7161946144673289,0.68026342252379834,0.64125970284742295,0.59876611020467552,0.55212318639757829,0.50021853762194191
22740,0.96458899869279591,0.9634905934095449,0.96019532956800357,0.95470298774450524,0.94701294601021258,0.93712377846200912,0.92503265667343615,0.91073451193833899,0.89422089480341937,0.87547843732403496,0.85448677656296868,0.83121572451907211,0.80562135110234845,0.77764044804485222,0.74718249494982614,0.7141176153361638,0.67825778890454258,0.63932607050028312,0.59690294937647681,0.55032508373965916,0.49847221280972032
22800,0.96193699985070902,0.96084138334547076,0.95755447670483818,0.95207603301093913,0.94440538417966835,0.93454103893713891,0.92248008337001852,0.90821734177128988,0.89174423403711589,0.87304723466724254,0.85210579127424624,0.82888948677795515,0.80335411019117164,0.77543610088949044,0.74504448209915697,0.7120487609865398,0.67626004032076026,0.63740004589610977,0.59504709322291571,0.54853393509326032,0.49673238084458893
22860,0.95929513581322678,0.95820229836459403,0.95492371980382662,0.94945912584813486,0.94180780247278673,0.93196819333180658,0.91993729940571733,0.90570983844651187,0.88927710023454043,0.87062540231692476,0.84973400351660899,0.8265722583743248,0.80109567571223572,0.77324034320132562,0.74291482816797505,0.70998802148298357,0.67427014809184627,0.63548160168146262,0.59319851576253657,0.54674971576436704,0.49499901765399595
22920,0.95666336716878009,0.95557329910175559,0.9523030196387533,0.94685222726050466,0.93922016221491245,0.92940520338073029,0.91740426701079636,0.90321196477340482,0.88681945686505026,0.86821290448041388,0.84737137831073606,0.82426400521532273,0.79884601453067838,0.77105314287443227,0.74079350215092155,0.70793536699431947,0.67228808363662429,0.63357071059832115,0.59135719110650142,0.54497240114981849,0.4932720992504071
22980,0.95404165467169288,0.95295434635730381,0.94969233714776069,0.94425529841492617,0.9366424248912506,0.92685203097521973,0.91488094856823199,0.90072368370965972,0.8843712675414046,0.86580970550317116,0.84501788080986728,0.82196469333488542,0.7966050936325717,0.76887446791798031,0.73868047315204943,0.70589076779342486,0.67031381847315852,0.63166734548394676,0.58952309345850018,0.54320196673727272,0.49155160173129803
23040,0.95142995924096396,0.95034540109588372,0.94709163343215974,0.94166830063958706,0.93407455214576052,0.92430863816212783,0.91236730661273457,0.89824495836035778,0.88193249601894796,0.86341576986805735,0.84267347629916323,0.81967428889319205,0.79437288012445484,0.76670428645584765,0.73657571038451009,0.70385419425698037,0.66834732421856002,0.62977147927073673,0.58769619711465193,0.54143838810516409,0.48983750127913922
23100,0.94882824195907089,0.94774642444524815,0.94450086975526193,0.93909119542285102,0.93151650578006795,0.92177498714282136,0.90986330382978609,0.89577575197708281,0.87950310619480365,0.86103106219461123,0.84033813019507053,0.81739275817611512,0.79214934123286818,0.76454256672623233,0.73447918317023564,0.70182561686521527,0.66638857258878592,0.62788308498607082,0.58587647646339769,0.53968164092265236,0.4881297741613726
23160,0.94623646407079509,0.94515737769508912,0.94192000754123106,0.93652394441214348,0.92896824775239517,0.91925104027216731,0.90736890305469242,0.89331602795704756,0.87708306210707854,0.85865554723833715,0.83801180804469255,0.8151200675946757,0.78993444430388893,0.76238927708126358,0.73239086093961947,0.69980500620164821,0.6644375353984322,0.62600213575215069,0.58406390598538527,0.537931700949563,0.48642839673038074
23220,0.94365458698206839,0.94257822229589128,0.9393490083739563,0.93396650941285619,0.9264297401765107,0.91673676005753679,0.90488406727165016,0.8908657498422311,0.8746723279340779,0.85628918989000025,0.83569447552516751,0.81285618368450219,0.78772815680266783,0.76024438598661248,0.73031071323119312,0.69779233295282395,0.66249418456052245,0.62412860478583199,0.58225846025334649,0.53618854403631999,0.48473334542344831
23280,0.94108257225883907,0.94000891985780444,0.9367878339959439,0.93141885238727073,0.92390094532069456,0.91423210915782349,0.90240875961282818,0.88842488131852937,0.87227086799353049,0.85393195517492959,0.83338609844305123,0.81060107310529161,0.78553044631296787,0.75810786202110148,0.72823870969130133,0.6957875679080453,0.66055849208628847,0.62226246539845054,0.58046011393196717,0.53445214612387104,0.48304459676271705
23340,0.93852038162595852,0.93744943214953669,0.93423644630722857,0.92888093545350037,0.92138182560672255,0.91173705038247954,0.89994294335746261,0.8859933862149183,0.86987864674182414,0.85158380825232982,0.83108664273370547,0.80835470264027542,0.78334128053670293,0.75597967387631337,0.72617482007377476,0.69379068195910187,0.65863043008494726,0.62040369099564063,0.57866884177774891,0.53272248324360483,0.48136212735513356
